Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Macau,,4.40925,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0,2.31485,2.20462,2.20462,2.20462,2.20462,2.20462,2.20462,1.10231,1.10231,1.02074,1.17396,1.13648,1.05381,1.51127,1.72512,1.34592,1.32608,1.46938,0,0,0,0,0
Malaysia,,88.18491,200.98223,151.01666,408.36227,449.12464,587.24976,468.47902,638.23828,676.99885,2085.35704,2502.24679,2546.19814,2758.71055,1963.32676,2622.39872,2668.6958,3274.96705,2583.81783,2613.58023,2393.11796,4038.86882,5094.8831,7232.26483,6843.14892,9321.19446,11675.66649,12427.32158,16009.42675,16878.08337,18639.37851,25530.6334,27245.82987,27153.23572
Maldives,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,,5513.4426,4782.92899,5712.67058,5926.19526,6024.13158,6794.64722,7519.96809,7944.35797,8311.42765,7911.28863,7335.8821,7806.56905,6982.04015,6386.79202,5844.45483,5751.86067,5797.05544,5546.83076,5595.33246,5530.29609,5744.14449,5719.89364,6100.19106,5776.11152,5824.61322,6031.84776,6525.68325,6681.10915,6612.76585,7189.27469,7748.14655,7640.12003,10854.45996
Nauru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,,94.96412,52.92197,54.91495,56.31378,120.562,96.45776,63.93406,95.90109,98.10571,89.28722,14.33005,76.05948,112.43576,66.13868,133.37967,136.68661,139.99354,148.81203,368.17199,461.86846,473.99388,542.33719,251.32699,320.77261,283.29402,455.25459,285.49864,361.55813,340.61421,354.94426,371.47893,533.5187,546.74643
New Caledonia,,132.27736,90.38953,71.65024,106.9242,113.53807,195.10911,192.90449,170.85826,187.39293,228.17845,180.77906,194.0068,187.39293,187.39293,181.88137,181.88137,185.18831,124.56118,132.27736,122.35656,279.98709,285.49864,304.23794,345.02346,309.74949,286.60095,311.95411,268.96397,294.31713,278.88477,331.11229,330.69341,330.69341
New Zealand,,2530.31494,2540.71084,2488.34003,2713.37358,2664.99975,2504.46243,2400.77572,2183.67439,2720.5827,2300.54144,2384.57725,2321.62976,1990.78644,2553.81181,2620.41015,2215.68772,1840.12583,2580.54837,2564.94626,2729.0253,2490.82133,2920.45931,2371.00449,3991.37243,4436.13522,4733.50355,4373.87337,3665.63501,4431.75574,3296.27803,2915.06239,3233.85084,3145.99662
Niue,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,,2180.84935,2238.34403,2781.78152,2473.17681,2771.59657,3123.84457,3326.2598,3378.25803,3913.65397,3874.84489,4024.93671,4254.38612,4473.39224,4594.84491,4751.47453,4550.16382,4745.57827,4912.39766,4818.20295,4545.93205,4457.74714,4860.09078,5390.30255,6684.41608,8701.64587,8503.22983,8701.64587,11145.47016,9250.59693,8971.71216,8507.63907,8454.72813,7012.90487
Papua New Guinea,,0,0,0,0,0,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,1.10231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,,707.68389,816.81272,946.88546,1382.29844,2257.72326,2738.75871,2176.51378,2323.23142,2934.01112,2392.02667,2730.42524,3031.53592,2996.08228,3154.81511,3387.40281,3820.61117,5127.95244,5908.38889,5282.27603,6923.61765,9551.52793,9958.28082,9283.66627,9809.46879,10514.94806,11028.62515,11229.24582,11542.30225,13161.59763,11275.5429,14918.68194,16407.90459,18103.25946
Samoa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,,5.51156,9.9208,3.30693,6.61387,9.9208,20.94392,12.12542,19.8416,23.14854,22.04623,37.47859,24.71823,65.25683,42.32876,45.76797,7.585,1.02405,0.82343,1.18058,0.82012,0.13558,0.60672,11.58199,14.62767,13.74472,4.40925,7.71618,13.22774,7.71618,6.61387,13.22774,0,0
Solomon Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,,2.20462,2.20462,36.37627,45.19477,62.83175,38.5809,160.93746,145.94602,5.07063,7.82641,2.29281,3.85809,2.97624,3.37307,4.40925,6.61387,3.30693,3.30693,3.30693,2.20462,2.20462,1.10231,29.76241,105.82189,28.6601,103.61727,77.1618,74.95717,79.36642,102.51496,104.71958,566.58804,783.74338
Taiwan,,6589.17638,6058.96462,6978.15781,9599.872,11389.75117,12104.35648,14872.52375,16211.19051,18577.99299,19680.50828,18935.60154,20659.09291,24175.97431,26702.30109,28151.98713,29029.96049,32948.55722,37424.25771,40567.72342,43695.52529,51956.89478,53551.99112,59514.86836,63150.95261,64671.48641,66012.54739,69084.29011,72281.2995,69396.02817,66198.84352,70002.7161,73330.62716,72108.31818
Thailand,,1620.29002,1855.14001,2483.73306,2353.43475,2864.90722,5983.34606,6297.04624,7902.97389,8464.36123,10174.39117,14227.94388,16618.10018,17820.11866,18516.86542,20636.46025,23095.52619,27819.82214,28705.08729,24590.42795,24478.56319,24173.73992,27408.95542,27707.65865,27636.05361,30968.07519,32640.86795,33155.99128,35303.91992,38287.11507,36738.9353,39340.39011,43972.30244,38826.71302
Timor-Leste (East Timor),,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
Tonga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U.S. Pacific Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,,5189.68188,4981.34503,5509.35217,5544.62614,5549.03538,6476.07924,5510.45449,6149.79507,4824.81682,5007.80051,4607.66148,4620.88922,4020.12953,4389.40383,4362.94836,6942.35694,7518.86578,8968.40522,9009.19074,8321.34845,8606.8471,9889.93752,10858.8692,11464.03814,15558.02253,16420.03001,17771.46374,19062.27034,23400.96785,24806.41483,28835.36285,30579.21942,26819.23538
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World,,4122571.449,4214816.831,4303419.649,4423872.128,4678219.434,4888352.396,4976391.581,5124596.391,5273992.43,5275887.279,5261560.495,5004080.064,4885004.66,4869989.782,4922646.017,4961417.913,5088914.398,5035463.769,5016968.631,5008410.901,5278574.856,5312280.834,5426017.958,5847116.031,6255478.349,6574914.213,6899541.463,7187350.454,7335637.449,7415825.549,7885053.803,8284547.636,8186103.178
