Locality,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
China,,285.474,294.017,311.758,334.636,358.72,390.678,427.349,472.472,517.849,555.538,590.346,643.116,716.04,795.733,880.411,956.307,1005.499,1070.225,1103.697,1172.261,1280.613,1426.677,1584.671,1810.261,2103.526,2370.148,2714.776,3087.25,3280.668,3507.509,4051.881,4547.141,4768.317
Cook Islands,,0.01,0.011,0.01,0.009,0.01,0.011,0.012,0.013,0.013,0.014,0.015,0.015,0.0151,0.0151,0.0151,0.0191,0.0191,0.0191,0.0191,0.0211,0.0241,0.0241,0.0261,0.0271,0.02713,0.02713,0.03013,0.03113,0.03213,0.03113,0.03213,0.03213,0.03113
Fiji,,0.29,0.297,0.303,0.311,0.379,0.387,0.412,0.423,0.414,0.426,0.478,0.483,0.481,0.491,0.529,0.553,0.554,0.56002,0.55602,0.59995,0.5581,0.6141,0.6241,0.6491,0.6691,0.7051,0.7561,0.7941,0.8051,0.8101,0.8691,0.8361,0.8361
French Polynesia,,0.239,0.262,0.272,0.216,0.192,0.208,0.213,0.213,0.243,0.258,0.277,0.287,0.302,0.308,0.32,0.335,0.337,0.343,0.34,0.347,0.389,0.472,0.522,0.572,0.612,0.601,0.627,0.656,0.684,0.698,0.779,0.755,0.702
Guam,,1.077,1.044,1.03,0.917,0.94,0.9508,0.99172,1.06186,1.1593,1.23869,1.28645,1.39348,1.4318,1.57928,1.66887,1.61868,1.73498,1.74546,1.766,1.814,1.84976,1.85,1.633,1.684,1.775,1.793,1.78938,1.76737,1.7643,1.755,1.758,1.734,1.684
Hawaiian Trade Zone,,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,,11.845,12.46,13.582,15.493,16.848,18.081,20.127,22.328,23.978,25.721,27.202,29.899,32.813,33.793,25.138,26.241,26.735,27.208,29.532,27.728,29.451,30.486,32.255,33.378,34.904,36.141,36.297,36.612,35.7116,36.405,35.995,36.686,36.507
India,,119.26,131.12,139.41,144.987,161.739,174.93,191.896,208.235,229.432,255.104,275.495,300.311,315.973,339.34688,366.118,396.074,412.682,441.169,470.765,504.536,537.653,556.82298,576.5,614.472,644.833,675.669,727.421,775.893,796.103,856.088,912.302,1006.262,1052.499
Indonesia,,12.786,15.362,17.661,18.281,20.088,26.396,30.27,32.034,36.555,36.974,43.071,45.968,48.767,52.029,57.781,56.956,64.049,73.011,74.828,80.728,88.51896,96.1244,102.5959,108.43152,113.83622,121.012,126.692,135.85402,142.4764,148.5161,161.0372,173.5032,185.333
Japan,,546.764,546.029,553.777,586.835,618.331,638.364,643.521,693.668,725.328,763.506,813.348,840.404,848.557,856.059,911.02,935.922,955.00903,985.076,991.287,996.945,989.278,971.612,990.133,981.871,1010.206,1020.215,1038.529,1077.841,1012.918,985.64,1044.187,1032.165,966.426
Kiribati,,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01,0.012,0.013,0.011,0.013,0.016,0.019,0.021,0.022,0.022,0.021,0.021,0.023,0.025,0.026
"Korea, North",,22.199,22.825,24.857,25.069,28.048,30.977,32.61,33.298,35.06,35.295,35.474,35.295,27.218,26.327,26.352,26.278,24.125,21.864,20.806,17.999,18.746,19.518,19.12158,20.32526,21.28056,22.19514,21.72104,20.89542,22.51672,20.48626,21.0351,18.733,18.757
"Korea, South",,34.472,37.233,39.67,44.911,49.618,53.468,58.833,66.553,76.907,85.77,98.125,110.207,121.515,134.25742,170.76774,188.88793,210.45462,229.22124,225.012,222.087,271.99333,291.34456,310.3041,323.92378,345.72048,363.92178,379.06528,402.35824,419.06936,426.00482,468.2693,489.729,499.672
Laos,,0.968,1.139,1.188,1.061,0.978,0.895,0.857,0.569,0.525,0.699,0.859,0.918,0.898,0.907,0.889,1.073,1.229,1.204,1.967,2.569,3.623,3.645,3.55,3.131,3.299,3.441,3.553,3.618,3.971,3.727,8.149,12.242,12.103
Macau,,0.245,0.276,0.317,0.378,0.398,0.417,0.48,0.577,0.635,0.697,0.743,0.836,0.932,1.119,1.179,1.196,1.29,1.324,1.34,1.355,1.389,1.40978,1.51472,1.61605,1.8145,1.905,1.568,1.429,1.138,1.378,1.012,0.833,0.527
Malaysia,,10.186,10.895,11.499,12.686,13.791,14.996,15.292,16.469,18.438,20.784,23.952,26.821,27.753,32.892,37.074,43.016,48.558,54.567,57.273,61.654,65.89166,66.55544,70.05536,74.70122,77.63482,77.97114,84.76178,91.98851,92.30561,109.75601,117.95701,122.18701,126.815
Maldives,,0.004,0.005,0.006,0.007,0.009,0.013,0.015,0.018,0.019,0.02,0.023,0.026,0.028,0.038,0.043,0.054,0.059,0.067,0.077,0.087,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23003,0.26303,0.28003,0.2401,0.2652,0.2872
Mongolia,,1.466,1.464,1.421,1.662,2.128,2.519,2.816,2.964,3.102,3.355,3.147,3.035,2.753,2.427,2.552,2.471,2.457,2.502,2.515,2.671,2.82,2.89238,2.98732,3.01751,3.18701,3.30169,3.43047,3.60343,3.8987,3.9316,4.21454,4.4724,4.5344
Nauru,,0.024,0.024,0.024,0.025,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.031,0.031,0.028,0.028,0.029,0.029,0.03,0.031,0.032,0.033,0.035,0.027,0.025,0.025
Nepal,,0.212,0.245,0.237,0.342,0.363,0.359,0.456,0.568,0.581,0.56,0.902,0.93,0.86,0.909,0.982,1.223,1.204,1.089,1.221,1.509,1.679,1.856,2.115,2.244,2.391,2.501,2.717,2.76346,2.78346,3.08322,3.17582,3.457,3.516
New Caledonia,,1.324,1.176,0.918,0.705,0.878,1.075,1.06,0.953,1.136,1.147,1.098,1.114,1.118,1.118,1.222,1.575,1.415,1.45,1.515,1.546,1.569,1.644,1.661,1.669,1.59403,1.79,1.778,1.835,1.782,1.834,1.995,2.49,2.92
New Zealand,,23.0664,23.2399,24.7684,25.5482,27.1873,27.1915,28.3245,28.85,29.693,30.575,32.054,33.276,31.737,33.888,35.129,35.519,36.56786,36.581,37.52,36.158,38.26892,38.44174,39.58794,39.62444,41.43462,41.73684,42.36628,42.5567,42.61804,42.42272,43.862,43.511,43.277
Niue,,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
Pakistan,,14.512,15.56,19.808,21.917,24.563,26.487,29.046,32.26,37.076,38.75,36.348,39.563,46.241,45.11824,52.056,51.84658,52.256,57.855,59.941,62.492,63.4,68.859,72.443,77.483,81.143,89.625,94.315,90.773,87.728,90.967,89.667,89.723,92.859
Papua New Guinea,,1.189,1.168,1.24,1.368,1.416,1.474,1.598,1.71,1.662,1.691,1.705,1.705,1.705,1.705,1.71,1.523,1.702,1.564,2.085,1.883,2.102,2.572,2.758,3.084,3.165,3.323,3.243,3.327,3.261,3.331,3.389,3.317,3.35
Philippines,,17.071,17.499,18.464,19.669,20.077,21.816,21.275,20.784,22.704,24.655,24.684,23.901,23.121,23.799,29.309,32.22,35.248,38.162,39.875,39.86,43.66,45.208,46.525,50.674,53.646,54.188,54.50502,57.08,58.31011,59.31669,64.642,66.014,69.67
Samoa,,0.037,0.037,0.042,0.038,0.039,0.04,0.043,0.044,0.044,0.048,0.048,0.048,0.058,0.058,0.062,0.066,0.074,0.077,0.088,0.095,0.088,0.105,0.121,0.11,0.102,0.105,0.11,0.1132,0.1152,0.1172,0.1162,0.1152,0.0972
Singapore,,6.499,6.969,7.36,8.108,8.837,9.283,9.942,11.105,12.237,13.197,14.941,16.396,17.104,18.314,20.088,21.399,22.541,25.107,26.514,27.459,29.005,32.05,33.53,34.201,35.559,36.838,38.029,39.64,40.262,40.372,43.818,44.412,44.758
Solomon Islands,,0.02,0.024,0.024,0.024,0.026,0.027,0.028,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.03,0.033,0.038,0.042,0.047,0.052,0.058,0.059,0.06,0.059,0.059,0.07,0.071,0.08,0.08,0.079,0.082,0.085,0.085
Sri Lanka,,1.641,1.837,2.049,2.047,2.229,2.435,2.624,2.652,2.76,2.827,3.119,3.33,3.171,3.93,4.327,4.736,4.42,5.009,5.538,6.021,6.453,6.531,6.798,7.419,7.889,8.938,8.424,9.5059,9.607,9.584,10.409,11.165,11.36
Taiwan,,42.013,41.329,42.724,47.472,51.469,51.115,57.264,63.308,69.65,77.991,81.433,89.207,95.193,102.8,110.122,109.371,115.703,122.653,150.134,157.03,172.1121,175.7193,186.2483,195.6225,200.9756,210.2979,217.89961,225.34277,221.35991,213.1298,229.74329,234.98852,233.69601
Thailand,,13.576,14.549,15.768,18.765,20.911,22.912,24.651,28.395,32.114,37.038,43.654,47.405,53.885,59.785,67.132,75.63,83.198,83.332,82.2404,84.7873,89.6043,95.8023,101.6123,108.9913,117.1783,123.0578,129.3229,132.379,136.435,137.21,145.297,140.846,156.376
Timor-Leste (East Timor),,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
Tonga,,0.009,0.012,0.012,0.012,0.012,0.012,0.012,0.016,0.02,0.021,0.023,0.024,0.025,0.025,0.027,0.028,0.032,0.034,0.035,0.033,0.03,0.037,0.038,0.042,0.044,0.045,0.046,0.048,0.05,0.051,0.049,0.048,0.048
U.S. Pacific Islands,,0.131,0.136,0.136,0.139,0.14,0.155,0.159,0.158,0.168,0.188,0.191,0.193,0.185,0.19,0.194,0.197,0.199,0.198,0.201,0.349,0.366,0.373,0.373,0.372,0.378,0.383,0.404,0.412,0.412,0.415,0.418,0.428,0.43
Vanuatu,,0.019,0.02,0.021,0.023,0.024,0.025,0.025,0.024,0.024,0.024,0.024,0.025,0.027,0.027,0.027,0.028,0.03,0.033,0.035,0.035,0.039,0.04346,0.042,0.041,0.04,0.041,0.042,0.045,0.052,0.052,0.053,0.055,0.053
Vietnam,,3.914,4.201,4.439,4.676,4.938,5.176,5.344,5.606,6.277,7.507,8.468,9.059,9.43,10.417,11.995,14.314,16.528,18.566,20.923,22.834,25.694,29.682,34.558,39.419,44.15,51.357,57.949,63.63136,70.2957,79.688,90.593,100.776,118.152
Wake Island,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World,,8017.58107,8072.96743,8255.21081,8593.05125,9084.09338,9459.93747,9656.19548,10095.93891,10528.87063,11057.93531,11304.15281,11543.75036,11624.80154,11897.6221,12174.08088,12608.45289,12991.1887,13317.53783,13670.65363,14010.81055,14626.85508,14878.74913,15393.34592,15926.85013,16691.90655,17330.01817,18032.9011,18866.68212,19157.24731,19093.32716,20436.98889,21182.42241,21531.70876
